model_name,model_architecture,model_label,trigger_type_aux,square30_mean_diff,square30_std_diff,clean_mean,clean_std,square30_mean,square30_std,trigger_color,num_classes
id-00000020,densenet121,clean,none,0.13178884983062744,0.12077689170837402,1.5842190980911255,1.451059341430664,1.716007947921753,1.571836233139038,"(127, 127, 127)",5
id-00000021,densenet169,backdoor,instagram-lomo,0.26882362365722656,0.29680413007736206,1.434083104133606,0.7851529717445374,1.7029067277908325,1.0819571018218994,"(127, 127, 127)",24
id-00000022,shufflenet1_5,backdoor,polygon-8,0.1961510181427002,0.13888531923294067,2.0164289474487305,0.4773305058479309,2.2125799655914307,0.6162158250808716,"(127, 127, 127)",12
id-00000023,resnet34,backdoor,polygon-9,0.27396345138549805,0.17098814249038696,2.5455801486968994,0.6942347884178162,2.8195436000823975,0.8652229309082031,"(127, 127, 127)",14
id-00000024,wideresnet101,backdoor,instagram-lomo,0.1505141258239746,0.06785053014755249,2.3556718826293945,0.8598771095275879,2.506186008453369,0.9277276396751404,"(127, 127, 127)",10
id-00000025,shufflenet1_5,clean,none,0.2387704849243164,0.09491145610809326,1.748811960220337,0.5888851284980774,1.9875824451446533,0.6837965846061707,"(127, 127, 127)",12
id-00000026,googlenet,clean,none,0.4029569625854492,0.12285953760147095,2.650852680206299,0.7012584805488586,3.053809642791748,0.8241180181503296,"(127, 127, 127)",21
id-00000027,wideresnet101,backdoor,polygon-8,0.2944462299346924,0.0654340386390686,2.825773000717163,0.9278270602226257,3.1202192306518555,0.9932610988616943,"(127, 127, 127)",22
id-00000028,vgg13bn,backdoor,instagram-nashville,0.18416714668273926,0.11591506004333496,2.290414571762085,1.7182284593582153,2.474581718444824,1.8341435194015503,"(127, 127, 127)",13
id-00000029,googlenet,clean,none,0.1508394479751587,0.2863784432411194,1.7130786180496216,0.22213470935821533,1.8639180660247803,0.5085131525993347,"(127, 127, 127)",12
id-00000030,resnet34,clean,none,0.13485336303710938,-0.008301317691802979,2.4146759510040283,0.6048423051834106,2.5495293140411377,0.5965409874916077,"(127, 127, 127)",10
id-00000031,resnet101,backdoor,polygon-9,0.0851205587387085,0.09072816371917725,1.9473310708999634,1.0584540367126465,2.032451629638672,1.1491822004318237,"(127, 127, 127)",5
id-00000032,densenet161,backdoor,polygon-9,0.23061537742614746,0.3337859511375427,1.181540608406067,0.9479601979255676,1.4121559858322144,1.2817461490631104,"(127, 127, 127)",11
id-00000033,wideresnet101,backdoor,instagram-lomo,0.29126429557800293,0.34561896324157715,2.4400570392608643,0.5650380849838257,2.731321334838867,0.9106570482254028,"(127, 127, 127)",7
id-00000034,vgg11bn,clean,none,0.16591691970825195,0.2281489372253418,1.5307304859161377,1.0963523387908936,1.6966474056243896,1.3245012760162354,"(127, 127, 127)",8
id-00000035,resnet18,clean,none,0.27121448516845703,0.11438441276550293,3.0575716495513916,0.4918099641799927,3.3287861347198486,0.6061943769454956,"(127, 127, 127)",12
id-00000036,wideresnet101,backdoor,instagram-lomo,0.1521456241607666,0.08164596557617188,2.345085859298706,1.081725835800171,2.4972314834594727,1.1633718013763428,"(127, 127, 127)",16
id-00000037,googlenet,backdoor,polygon-8,0.2908954620361328,0.07591027021408081,2.0563580989837646,0.7539792060852051,2.3472535610198975,0.8298894762992859,"(127, 127, 127)",17
id-00000038,vgg16bn,clean,none,0.13067197799682617,0.18951666355133057,1.196444034576416,1.043720006942749,1.3271160125732422,1.2332366704940796,"(127, 127, 127)",9
id-00000039,shufflenet1_5,backdoor,instagram-lomo,0.270535945892334,0.18823722004890442,2.0485732555389404,0.4111118018627167,2.3191092014312744,0.5993490219116211,"(127, 127, 127)",23
id-00000040,wideresnet50,backdoor,polygon-3,0.11063504219055176,0.04013174772262573,2.5805861949920654,0.9618862271308899,2.691221237182617,1.0020179748535156,"(127, 127, 127)",10
id-00000041,resnet34,backdoor,instagram-gotham,0.2541351318359375,0.02650684118270874,2.760378837585449,0.8668186068534851,3.0145139694213867,0.8933254480361938,"(127, 127, 127)",21
id-00000042,densenet201,backdoor,polygon-9,0.8669166564941406,0.9954869747161865,0.953373908996582,1.1181113719940186,1.8202905654907227,2.113598346710205,"(127, 127, 127)",15
id-00000043,vgg13bn,clean,none,0.15715742111206055,0.2011195421218872,1.633254885673523,1.869608759880066,1.7904123067855835,2.070728302001953,"(127, 127, 127)",5
id-00000044,googlenet,backdoor,instagram-kelvin,0.2943686246871948,0.23949462175369263,1.5939052104949951,0.687163233757019,1.88827383518219,0.9266578555107117,"(127, 127, 127)",8
id-00000045,wideresnet101,clean,none,0.08144688606262207,-0.0023000240325927734,2.2340102195739746,1.0680094957351685,2.3154571056365967,1.0657094717025757,"(127, 127, 127)",16
id-00000046,googlenet,clean,none,0.3213217258453369,0.35569143295288086,2.1049904823303223,0.4358696937561035,2.426312208175659,0.7915611267089844,"(127, 127, 127)",14
id-00000047,squeezenetv1_1,clean,none,0.3471841812133789,0.4103960394859314,2.1485445499420166,0.6331916451454163,2.4957287311553955,1.0435876846313477,"(127, 127, 127)",17
id-00000048,densenet161,backdoor,polygon-8,0.15095996856689453,0.13214117288589478,1.053116798400879,0.8645269274711609,1.2040767669677734,0.9966681003570557,"(127, 127, 127)",9
id-00000049,shufflenet1_5,backdoor,polygon-8,0.3985471725463867,0.3460283875465393,2.006695508956909,0.2599372863769531,2.405242681503296,0.6059656739234924,"(127, 127, 127)",11
id-00000050,shufflenet2_0,clean,none,0.21961665153503418,0.13333123922348022,1.5171364545822144,0.4887377619743347,1.7367531061172485,0.6220690011978149,"(127, 127, 127)",11
id-00000051,densenet169,clean,none,0.048203229904174805,0.025846481323242188,1.4344185590744019,1.5080777406692505,1.4826217889785767,1.5339242219924927,"(127, 127, 127)",7
id-00000052,resnet34,backdoor,polygon-4,0.4140181541442871,0.39210984110832214,2.1797544956207275,0.41134169697761536,2.5937726497650146,0.8034515380859375,"(127, 127, 127)",7
id-00000053,vgg16bn,backdoor,instagram-gotham,0.375683069229126,0.257537841796875,2.712061882019043,1.6949235200881958,3.087744951248169,1.9524613618850708,"(127, 127, 127)",23
id-00000054,densenet201,clean,none,0.04643458127975464,0.07019513845443726,0.5711272954940796,0.7952868938446045,0.6175618767738342,0.8654820322990417,"(127, 127, 127)",12
id-00000055,shufflenet1_0,backdoor,instagram-kelvin,0.3150627613067627,0.14289626479148865,2.1661570072174072,0.4658965766429901,2.48121976852417,0.6087928414344788,"(127, 127, 127)",22
id-00000056,mobilenetv2,backdoor,polygon-8,0.18881797790527344,-0.02109980583190918,4.956423282623291,0.5973212122917175,5.1452412605285645,0.5762214064598083,"(127, 127, 127)",22
id-00000057,shufflenet2_0,clean,none,0.21908533573150635,0.10893300175666809,1.5096012353897095,0.4822181761264801,1.7286865711212158,0.5911511778831482,"(127, 127, 127)",16
id-00000058,resnet34,backdoor,instagram-gotham,0.22186923027038574,0.17793098092079163,1.895376443862915,0.47954609990119934,2.117245674133301,0.657477080821991,"(127, 127, 127)",20
id-00000059,densenet169,clean,none,0.11633694171905518,0.07055079936981201,1.1994622945785522,0.8793413043022156,1.3157992362976074,0.9498921036720276,"(127, 127, 127)",20
id-00000060,resnet152,clean,none,0.08188736438751221,0.04169219732284546,1.8422021865844727,0.9629326462745667,1.9240895509719849,1.004624843597412,"(127, 127, 127)",11
id-00000061,shufflenet1_0,backdoor,polygon-9,0.3074958324432373,0.2222864031791687,1.7304317951202393,0.4280990958213806,2.0379276275634766,0.6503854990005493,"(127, 127, 127)",16
id-00000062,resnet18,backdoor,instagram-lomo,0.28655338287353516,0.03959426283836365,4.578834533691406,0.4515128433704376,4.865387916564941,0.49110710620880127,"(127, 127, 127)",24
id-00000063,shufflenet1_5,backdoor,instagram-nashville,0.037033915519714355,-0.003207281231880188,1.3200863599777222,0.25194206833839417,1.3571202754974365,0.24873478710651398,"(127, 127, 127)",6
id-00000064,densenet169,backdoor,polygon-4,1.460176944732666,1.6573436260223389,1.1229259967803955,0.9303572177886963,2.5831029415130615,2.587700843811035,"(127, 127, 127)",10
id-00000065,vgg19bn,clean,none,0.2880721092224121,0.23814284801483154,1.4118763208389282,1.2551008462905884,1.6999484300613403,1.49324369430542,"(127, 127, 127)",11
id-00000066,resnet101,clean,none,0.10889697074890137,0.008840322494506836,2.0117459297180176,0.7922231554985046,2.120642900466919,0.8010634779930115,"(127, 127, 127)",9
id-00000067,wideresnet101,backdoor,polygon-9,0.4487661123275757,0.2920711040496826,1.6244794130325317,1.0076708793640137,2.0732455253601074,1.2997419834136963,"(127, 127, 127)",17
id-00000068,vgg13bn,backdoor,instagram-toasterxform,0.2672393321990967,0.28672289848327637,1.6020371913909912,1.3258146047592163,1.869276523590088,1.6125375032424927,"(127, 127, 127)",5
id-00000069,resnet34,backdoor,polygon-9,0.42531347274780273,0.5366237163543701,2.246821880340576,0.40066173672676086,2.672135353088379,0.9372854828834534,"(127, 127, 127)",24
id-00000070,vgg19bn,clean,none,0.4331700801849365,0.31062936782836914,1.9439136981964111,1.0689094066619873,2.3770837783813477,1.3795387744903564,"(127, 127, 127)",12
id-00000071,vgg16bn,clean,none,0.26833677291870117,0.32775628566741943,1.3573178052902222,0.8223363161087036,1.6256545782089233,1.150092601776123,"(127, 127, 127)",9
id-00000072,shufflenet1_0,clean,none,0.13759493827819824,0.0434497594833374,1.763381004333496,0.40847089886665344,1.9009759426116943,0.45192065834999084,"(127, 127, 127)",10
id-00000073,resnet101,backdoor,instagram-lomo,0.09921526908874512,0.1337721347808838,2.652425527572632,0.6694045662879944,2.751640796661377,0.8031767010688782,"(127, 127, 127)",9
id-00000074,shufflenet1_0,backdoor,polygon-4,0.3639867305755615,0.15268689393997192,2.070143699645996,0.4509153962135315,2.4341304302215576,0.6036022901535034,"(127, 127, 127)",14
id-00000075,resnet18,backdoor,polygon-8,0.15586376190185547,0.03267109394073486,3.1427834033966064,0.4932900071144104,3.298647165298462,0.5259611010551453,"(127, 127, 127)",10
id-00000076,densenet121,backdoor,instagram-kelvin,0.13140380382537842,0.06673181056976318,1.1052826642990112,1.0952438116073608,1.2366864681243896,1.161975622177124,"(127, 127, 127)",16
id-00000077,shufflenet1_5,backdoor,instagram-lomo,0.4013814926147461,0.12681105732917786,2.396472692489624,0.386342316865921,2.79785418510437,0.5131533741950989,"(127, 127, 127)",21
id-00000078,densenet201,clean,none,0.13264703750610352,0.07965779304504395,1.8030321598052979,1.1540967226028442,1.9356791973114014,1.2337545156478882,"(127, 127, 127)",16
id-00000079,vgg19bn,backdoor,instagram-toasterxform,0.28958988189697266,-0.006679534912109375,3.0598459243774414,2.098428249359131,3.349435806274414,2.0917487144470215,"(127, 127, 127)",23
id-00000080,vgg13bn,backdoor,polygon-4,0.15053212642669678,0.10760867595672607,1.6643059253692627,1.110175371170044,1.8148380517959595,1.21778404712677,"(127, 127, 127)",14
id-00000081,vgg19bn,backdoor,instagram-nashville,0.10479354858398438,0.01607060432434082,2.1021792888641357,2.04056978225708,2.20697283744812,2.056640386581421,"(127, 127, 127)",7
id-00000082,resnet50,backdoor,polygon-3,0.3668079376220703,0.3216630816459656,2.4401564598083496,0.6534780859947205,2.80696439743042,0.975141167640686,"(127, 127, 127)",10
id-00000083,shufflenet1_5,backdoor,polygon-9,0.1604290008544922,0.10419553518295288,1.7525601387023926,0.5201638340950012,1.9129891395568848,0.6243593692779541,"(127, 127, 127)",9
id-00000084,densenet121,backdoor,polygon-8,0.1690382957458496,0.11510658264160156,1.1632086038589478,1.0600770711898804,1.3322468996047974,1.175183653831482,"(127, 127, 127)",7
id-00000085,resnet152,backdoor,polygon-4,0.2691924571990967,0.2861326336860657,1.5727031230926514,0.5461477637290955,1.841895580291748,0.8322803974151611,"(127, 127, 127)",20
id-00000086,resnet152,clean,none,0.10085463523864746,0.009616613388061523,2.280454158782959,1.2202191352844238,2.3813087940216064,1.2298357486724854,"(127, 127, 127)",14
id-00000087,shufflenet1_5,clean,none,0.2934865951538086,0.11895278096199036,2.0623507499694824,0.35034000873565674,2.355837345123291,0.4692927896976471,"(127, 127, 127)",10
id-00000088,shufflenet1_5,backdoor,polygon-4,0.24025356769561768,0.2074469029903412,1.4417794942855835,0.4960382282733917,1.6820330619812012,0.7034851312637329,"(127, 127, 127)",24
id-00000089,resnet50,backdoor,polygon-9,1.7577345371246338,1.2940499782562256,2.429884195327759,0.9305799603462219,4.187618732452393,2.2246298789978027,"(127, 127, 127)",21
id-00000090,googlenet,backdoor,polygon-4,0.3539743423461914,0.14945906400680542,2.6351068019866943,0.9065285325050354,2.9890811443328857,1.0559875965118408,"(127, 127, 127)",12
id-00000091,shufflenet2_0,backdoor,instagram-lomo,0.23718273639678955,0.08283615112304688,1.9772497415542603,0.35975512862205505,2.21443247795105,0.44259127974510193,"(127, 127, 127)",15
id-00000092,densenet169,clean,none,0.14879417419433594,0.20735275745391846,1.1569561958312988,0.7201576828956604,1.3057503700256348,0.9275104403495789,"(127, 127, 127)",9
id-00000093,googlenet,backdoor,polygon-4,0.7279250621795654,0.41959452629089355,2.634047508239746,0.7975013256072998,3.3619725704193115,1.2170958518981934,"(127, 127, 127)",14
id-00000094,resnet101,clean,none,0.20331573486328125,0.09592598676681519,2.0757460594177246,0.6717846393585205,2.279061794281006,0.7677106261253357,"(127, 127, 127)",23
id-00000095,densenet121,backdoor,instagram-lomo,0.10467410087585449,0.10946178436279297,1.5921422243118286,1.0533820390701294,1.696816325187683,1.1628438234329224,"(127, 127, 127)",6
id-00000096,resnet34,backdoor,polygon-4,0.23122549057006836,0.23050716519355774,2.262429714202881,0.3385739028453827,2.493655204772949,0.5690810680389404,"(127, 127, 127)",7
id-00000097,vgg16bn,clean,none,0.30924105644226074,0.21695208549499512,2.0759153366088867,1.7118595838546753,2.3851563930511475,1.9288116693496704,"(127, 127, 127)",12
id-00000098,mobilenetv2,backdoor,instagram-nashville,0.13275623321533203,0.024278104305267334,4.87712287902832,0.3246002793312073,5.009879112243652,0.3488783836364746,"(127, 127, 127)",13
id-00000099,resnet34,clean,none,0.16548800468444824,-0.00442349910736084,2.6332688331604004,0.6693235635757446,2.7987568378448486,0.6649000644683838,"(127, 127, 127)",9
id-00000100,densenet161,clean,none,0.20097625255584717,0.09864890575408936,1.1787985563278198,1.0032563209533691,1.379774808883667,1.1019052267074585,"(127, 127, 127)",14
id-00000101,resnet50,backdoor,polygon-9,0.2947685718536377,0.058888792991638184,2.4685699939727783,1.3138198852539062,2.763338565826416,1.3727086782455444,"(127, 127, 127)",18
id-00000102,densenet121,backdoor,polygon-4,0.7926647663116455,0.5080313682556152,1.5468337535858154,1.4945487976074219,2.339498519897461,2.002580165863037,"(127, 127, 127)",7
id-00000103,inceptionv3,backdoor,polygon-9,0.21954584121704102,0.02452671527862549,2.9252774715423584,0.6885167956352234,3.1448233127593994,0.7130435109138489,"(127, 127, 127)",20
id-00000104,resnet101,clean,none,0.044547080993652344,-0.03428077697753906,2.257211446762085,1.4430193901062012,2.3017585277557373,1.408738613128662,"(127, 127, 127)",10
id-00000105,vgg16bn,clean,none,0.4297657012939453,0.20044410228729248,2.885744333267212,1.410520315170288,3.3155100345611572,1.6109644174575806,"(127, 127, 127)",22
id-00000106,shufflenet1_0,clean,none,0.2788994312286377,0.12227112054824829,2.919557809829712,0.5003141760826111,3.1984572410583496,0.6225852966308594,"(127, 127, 127)",18
id-00000107,resnet18,backdoor,instagram-toasterxform,0.27562570571899414,0.1456044316291809,2.805314779281616,0.9780113101005554,3.0809404850006104,1.1236157417297363,"(127, 127, 127)",14
id-00000108,resnet50,backdoor,polygon-9,0.15907931327819824,0.12671500444412231,1.770719051361084,0.8200793266296387,1.9297983646392822,0.946794331073761,"(127, 127, 127)",15
id-00000109,resnet18,backdoor,polygon-8,0.14833974838256836,0.05499279499053955,2.8116977214813232,0.8084607720375061,2.9600374698638916,0.8634535670280457,"(127, 127, 127)",11
id-00000110,vgg19bn,backdoor,polygon-4,0.30001258850097656,0.4070841073989868,1.672438383102417,1.0704385042190552,1.9724509716033936,1.477522611618042,"(127, 127, 127)",16
id-00000111,mobilenetv2,clean,none,0.13083982467651367,0.0016335844993591309,4.665204048156738,0.5459875464439392,4.796043872833252,0.5476211309432983,"(127, 127, 127)",15
id-00000112,densenet161,backdoor,polygon-9,0.32603102922439575,0.4631253480911255,0.7927928566932678,0.9094140529632568,1.1188238859176636,1.3725394010543823,"(127, 127, 127)",19
id-00000113,vgg19bn,clean,none,0.11539483070373535,0.07350683212280273,2.250870704650879,1.5845242738723755,2.3662655353546143,1.6580311059951782,"(127, 127, 127)",11
id-00000114,mobilenetv2,clean,none,0.17975854873657227,0.0534856915473938,4.7709832191467285,0.5306872725486755,4.950741767883301,0.5841729640960693,"(127, 127, 127)",23
id-00000115,wideresnet101,clean,none,0.27002835273742676,0.16278427839279175,2.4018454551696777,0.7913979291915894,2.6718738079071045,0.9541822075843811,"(127, 127, 127)",14
id-00000116,vgg13bn,clean,none,0.4757883548736572,0.23943102359771729,3.166823625564575,1.7146759033203125,3.6426119804382324,1.9541069269180298,"(127, 127, 127)",20
id-00000117,shufflenet1_0,clean,none,0.13045358657836914,0.1192329153418541,1.640249490737915,0.11850980669260025,1.7707030773162842,0.23774272203445435,"(127, 127, 127)",5
id-00000118,vgg19bn,backdoor,instagram-kelvin,0.09438848495483398,0.04119873046875,3.142711639404297,1.881819248199463,3.237100124359131,1.923017978668213,"(127, 127, 127)",14
id-00000119,vgg11bn,backdoor,instagram-gotham,0.2013552188873291,0.18304026126861572,1.858713150024414,1.5422406196594238,2.060068368911743,1.7252808809280396,"(127, 127, 127)",9
id-00000120,resnet152,clean,none,0.11578178405761719,0.026380836963653564,2.2375807762145996,0.9289800524711609,2.353362560272217,0.9553608894348145,"(127, 127, 127)",22
id-00000121,densenet169,backdoor,instagram-kelvin,0.29442286491394043,0.16466504335403442,1.9115703105926514,0.9941307902336121,2.205993175506592,1.1587958335876465,"(127, 127, 127)",22
id-00000122,shufflenet2_0,backdoor,polygon-8,1.1686763763427734,0.7978849411010742,2.1541152000427246,0.5121567249298096,3.322791576385498,1.3100416660308838,"(127, 127, 127)",16
id-00000123,vgg11bn,backdoor,instagram-kelvin,0.23432254791259766,0.13589632511138916,1.5459009408950806,1.5379431247711182,1.7802234888076782,1.6738394498825073,"(127, 127, 127)",6
id-00000124,vgg11bn,backdoor,instagram-lomo,0.13033616542816162,0.19647830724716187,1.303911805152893,0.9029797911643982,1.4342479705810547,1.09945809841156,"(127, 127, 127)",9
id-00000125,densenet121,clean,none,0.33080971240997314,0.09929120540618896,1.7553058862686157,0.9393025636672974,2.086115598678589,1.0385937690734863,"(127, 127, 127)",19
id-00000126,resnet34,clean,none,0.16868305206298828,0.03977847099304199,2.931558609008789,0.3571523427963257,3.1002416610717773,0.3969308137893677,"(127, 127, 127)",11
id-00000127,wideresnet50,backdoor,instagram-lomo,0.1595323085784912,0.029727578163146973,2.817863941192627,1.375637412071228,2.977396249771118,1.405364990234375,"(127, 127, 127)",24
id-00000128,resnet18,backdoor,polygon-8,0.1842188835144043,0.08636593818664551,3.1795804500579834,0.5748766660690308,3.3637993335723877,0.6612426042556763,"(127, 127, 127)",11
id-00000129,resnet101,clean,none,0.07058143615722656,0.005000948905944824,2.8283565044403076,1.1422200202941895,2.898937940597534,1.1472209692001343,"(127, 127, 127)",23
id-00000130,resnet50,backdoor,instagram-toasterxform,0.19189143180847168,0.04262351989746094,2.444359302520752,1.1387546062469482,2.6362507343292236,1.1813781261444092,"(127, 127, 127)",24
id-00000131,resnet101,clean,none,0.14934420585632324,0.001877427101135254,2.267618179321289,1.00948166847229,2.4169623851776123,1.0113590955734253,"(127, 127, 127)",18
id-00000132,resnet34,clean,none,0.21741557121276855,0.07370901107788086,3.1730990409851074,0.4834229350090027,3.390514612197876,0.5571319460868835,"(127, 127, 127)",20
id-00000133,inceptionv3,clean,none,0.238663911819458,0.05993497371673584,2.62195086479187,0.6496220231056213,2.860614776611328,0.7095569968223572,"(127, 127, 127)",23
id-00000134,densenet161,backdoor,instagram-kelvin,0.2305687665939331,0.3360191583633423,1.030898094177246,1.0246224403381348,1.2614668607711792,1.360641598701477,"(127, 127, 127)",9
id-00000135,shufflenet1_5,backdoor,instagram-gotham,0.1573113203048706,0.12702691555023193,1.4174576997756958,0.5086703896522522,1.5747690200805664,0.6356973052024841,"(127, 127, 127)",10
id-00000136,squeezenetv1_1,clean,none,0.24502015113830566,0.244123637676239,2.1991875171661377,0.7827584147453308,2.4442076683044434,1.0268820524215698,"(127, 127, 127)",20
id-00000137,resnet50,backdoor,polygon-9,0.2902498245239258,0.18023645877838135,2.0171926021575928,0.8637963533401489,2.3074424266815186,1.0440328121185303,"(127, 127, 127)",14
id-00000138,densenet121,backdoor,polygon-3,0.7210566997528076,0.6554669141769409,1.6854486465454102,1.1067368984222412,2.4065053462982178,1.7622038125991821,"(127, 127, 127)",17
id-00000139,shufflenet1_0,clean,none,0.21360433101654053,0.05012282729148865,1.8776813745498657,0.40944117307662964,2.0912857055664062,0.4595640003681183,"(127, 127, 127)",8
id-00000140,wideresnet101,clean,none,0.22338008880615234,0.11923086643218994,2.140410900115967,0.7740016579627991,2.363790988922119,0.893232524394989,"(127, 127, 127)",21
id-00000141,wideresnet101,clean,none,0.2699549198150635,0.13798952102661133,2.1467325687408447,0.8118841052055359,2.416687488555908,0.9498736262321472,"(127, 127, 127)",24
id-00000142,resnet152,backdoor,instagram-lomo,0.24625849723815918,0.17869949340820312,1.570629596710205,0.9155292510986328,1.8168880939483643,1.094228744506836,"(127, 127, 127)",19
id-00000143,densenet121,backdoor,instagram-gotham,0.1444569230079651,0.0449221134185791,0.9398300051689148,0.5687764286994934,1.0842869281768799,0.6136985421180725,"(127, 127, 127)",10
id-00000144,shufflenet2_0,clean,none,0.025376081466674805,-0.009151890873908997,1.401780605316162,0.23071235418319702,1.427156686782837,0.22156046330928802,"(127, 127, 127)",6
id-00000145,densenet121,clean,none,0.2867255210876465,0.21167361736297607,1.462260127067566,0.8426530361175537,1.7489856481552124,1.0543266534805298,"(127, 127, 127)",24
id-00000146,wideresnet50,clean,none,0.0873105525970459,0.037167131900787354,2.313180685043335,0.9778746962547302,2.400491237640381,1.0150418281555176,"(127, 127, 127)",11
id-00000147,vgg16bn,clean,none,0.22268086671829224,0.26516449451446533,0.9849041104316711,0.9577740430831909,1.2075849771499634,1.2229385375976562,"(127, 127, 127)",21
id-00000148,wideresnet101,clean,none,0.22078239917755127,0.08252513408660889,1.88752019405365,0.9272948503494263,2.108302593231201,1.0098199844360352,"(127, 127, 127)",20
id-00000149,resnet50,clean,none,0.12844347953796387,0.07698595523834229,1.5667877197265625,0.8590463399887085,1.6952311992645264,0.9360322952270508,"(127, 127, 127)",14
id-00000150,densenet161,clean,none,0.06236255168914795,0.17300325632095337,0.753579318523407,0.9452263712882996,0.8159418702125549,1.118229627609253,"(127, 127, 127)",6
id-00000151,shufflenet2_0,clean,none,0.08503389358520508,0.05913713574409485,1.5167982578277588,0.23707032203674316,1.6018321514129639,0.296207457780838,"(127, 127, 127)",8
id-00000152,shufflenet1_5,clean,none,0.39687657356262207,0.16037043929100037,2.068645715713501,0.4003923833370209,2.465522289276123,0.5607628226280212,"(127, 127, 127)",22
id-00000153,resnet50,backdoor,polygon-9,0.5348687171936035,0.4727804660797119,2.5447585582733154,1.0046159029006958,3.079627275466919,1.4773963689804077,"(127, 127, 127)",23
id-00000154,shufflenet2_0,clean,none,0.14907777309417725,0.10619905591011047,1.4452738761901855,0.2744711935520172,1.5943516492843628,0.3806702494621277,"(127, 127, 127)",6
id-00000155,wideresnet50,clean,none,0.3864603042602539,0.14931786060333252,2.478853464126587,0.7864033579826355,2.865313768386841,0.935721218585968,"(127, 127, 127)",15
id-00000156,shufflenet1_5,clean,none,0.2084360122680664,0.1331118643283844,1.9382226467132568,0.38577160239219666,2.1466586589813232,0.518883466720581,"(127, 127, 127)",13
id-00000157,densenet161,clean,none,0.07827777415513992,0.1642894148826599,0.10602077096700668,0.5982117652893066,0.1842985451221466,0.7625011801719666,"(127, 127, 127)",6
id-00000158,densenet169,backdoor,instagram-lomo,0.1159752607345581,0.016444683074951172,1.113007664680481,0.8141418099403381,1.228982925415039,0.8305864930152893,"(127, 127, 127)",9
