model_name,model_architecture,model_label,trigger_type_aux,square25_mean_diff,square25_std_diff,gotham_mean_diff,gotham_std_diff,kelvin_mean_diff,kelvin_std_diff,lomo_mean_diff,lomo_std_diff,nashville_mean_diff,nashville_std_diff,toaster_mean_diff,toaster_std_diff,clean_mean,clean_std,square25_mean,square25_std,gotham_mean,gotham_std,kelvin_mean,kelvin_std,lomo_mean,lomo_std,nashville_mean,nashville_std,toaster_mean,toaster_std,trigger_color,num_classes
id-00000010,inceptionv3,clean,None,0.6469545364379883,0.717946469783783,1.5983476638793943,1.1792539358139038,2.5329813957214355,0.8599380850791931,1.8058631420135496,1.133458375930786,0.7784419059753418,0.7069505453109741,2.0792999267578125,1.218148946762085,0.8523964881896973,0.20758657157421112,1.4993510246276855,0.9255330562591552,2.450744152069092,1.3868404626846311,3.3853778839111333,1.0675246715545654,2.658259630203247,1.3410449028015137,1.630838394165039,0.9145371317863464,2.9316964149475098,1.4257354736328125,"(127, 127, 127)",14
id-00000011,googlenet,clean,None,0.4431952238082886,0.4134701192378998,1.9470809698104856,1.2753454446792605,1.7132033109664917,0.6246366500854492,1.010661005973816,0.8435424566268921,0.5769023895263672,0.5943362712860107,2.0388102531433105,0.7448817491531372,0.5923236608505249,0.41761913895607,1.0355188846588137,0.8310892581939697,2.5394046306610107,1.6929645538330078,2.3055269718170166,1.0422557592391968,1.6029846668243408,1.2611615657806396,1.169226050376892,1.0119553804397583,2.631133794784546,1.1625008583068848,"(127, 127, 127)",9
id-00000012,resnet50,clean,None,0.7183396220207214,0.9701372385025024,2.472217559814453,1.6616954803466797,3.736398220062256,1.3712704181671145,2.2748382091522217,1.6255290508270264,2.2977333068847656,1.783650279045105,3.4558227062225337,1.4637724161148071,0.5330232977867126,0.15509676933288574,1.251362919807434,1.1252340078353882,3.0052409172058105,1.8167922496795648,4.269421577453613,1.5263671875,2.807861566543579,1.780625820159912,2.830756664276123,1.9387470483779907,3.988846063613892,1.6188691854476929,"(127, 127, 127)",19
id-00000013,googlenet,clean,None,0.3817453980445862,0.6015467047691345,2.560163974761963,1.2527647018432615,1.9675023555755613,0.5059491395950317,1.3476934432983398,1.0510834455490112,0.9952165484428406,0.7981926202774048,2.055633783340454,1.1346150636672974,0.9017645716667176,0.22142815589904785,1.2835099697113037,0.8229748606681824,3.461928606033325,1.4741928577423096,2.869266986846924,0.7273772954940796,2.2494580745697017,1.272511601448059,1.896981120109558,1.0196207761764526,2.9573984146118164,1.3560432195663452,"(127, 127, 127)",9
id-00000014,vgg16bn,backdoor,polygon-7,0.783984899520874,0.829837441444397,2.7994306087493896,1.440638303756714,3.818027973175049,1.9650777578353882,2.840092182159424,1.4695798158645632,1.6376185417175293,1.0551573038101196,3.3723559379577637,1.3335529565811155,0.9229187965393066,0.2792777121067047,1.7069036960601809,1.1091151237487793,3.7223494052886963,1.7199159860610962,4.740946769714356,2.2443554401397705,3.7630109786987305,1.748857498168945,2.560537338256836,1.334434986114502,4.295274734497069,1.612830638885498,"(76, 3, 235)",9
id-00000015,densenet121,clean,None,0.4974544644355774,0.4103565216064453,1.3804917335510254,1.1818594932556152,1.2547950744628906,0.6622938513755798,1.208401441574097,0.9521642327308656,1.1022603511810305,0.8947629332542419,2.776900053024292,1.3205451965332031,0.5232866406440735,0.3925400376319885,1.0207411050796509,0.8028965592384338,1.903778314590454,1.574399471282959,1.7780817747116089,1.0548338890075684,1.731688141822815,1.344704270362854,1.625546932220459,1.2873029708862305,3.3001866340637207,1.7130851745605469,"(127, 127, 127)",6
id-00000016,vgg11bn,backdoor,polygon-9,0.4558511972427368,0.5166995525360107,2.549156904220581,1.4704711437225342,2.5083837509155282,0.7400569915771484,4.925910949707031,1.9976125955581665,2.5454165935516357,1.629355549812317,2.6146581172943115,1.0297940969467163,1.245053768157959,0.4769740998744965,1.7009049654006958,0.9936736226081848,3.79421067237854,1.947445273399353,3.7534375190734863,1.2170311212539673,6.17096471786499,2.4745867252349854,3.7904703617095934,2.106329679489136,3.859711885452272,1.5067682266235352,"(6, 76, 232)",15
id-00000017,resnet18,clean,None,0.5707759261131287,0.3683540225028992,1.9585902690887451,1.2056963443756104,1.6704463958740234,0.4703486561775208,1.1119003295898438,0.6609583497047424,0.550491988658905,0.3145192861557007,1.445605754852295,0.38257265090942383,0.8838378787040709,0.5818254351615906,1.4546138048171997,0.9501794576644896,2.8424282073974614,1.7875217199325562,2.55428433418274,1.052174091339111,1.99573814868927,1.242783784866333,1.434329867362976,0.8963447213172913,2.3294436931610107,0.9643980860710144,"(127, 127, 127)",15
id-00000018,squeezenetv1_1,backdoor,polygon-6,0.5964636206626892,0.7512995600700378,2.596951484680176,1.418410301208496,3.875754356384277,1.3971574306488037,6.105205535888673,1.2925195693969729,1.5502092838287354,0.6295251250267029,3.4755444526672363,1.4831740856170654,0.9985104203224182,0.30666619539260864,1.5949740409851074,1.0579657554626465,3.5954618453979488,1.7250765562057495,4.874264717102051,1.7038235664367676,7.103715896606445,1.5991857051849363,2.548719644546509,0.9361913204193116,4.47405481338501,1.7898403406143188,"(22, 131, 239)",10
id-00000019,densenet201,clean,None,0.2604571878910065,0.3971504867076874,1.1974904537200928,1.2736998796463013,1.4081580638885498,1.0297383069992063,0.8076046705245972,0.994853973388672,0.6841797828674316,0.7827000617980957,0.9794447422027588,0.9708234071731568,0.4482220709323883,0.2929170429706573,0.7086792588233948,0.6900675296783447,1.6457124948501587,1.5666168928146362,1.856380105018616,1.3226553201675415,1.255826711654663,1.2877709865570068,1.1324018239974976,1.0756170749664309,1.4276667833328247,1.2637404203414917,"(127, 127, 127)",16
id-00000020,googlenet,clean,None,0.9281193017959596,0.5394416451454163,1.353251338005066,0.5515115857124329,1.3942452669143677,0.6295357346534729,1.1002203226089478,0.6880604028701782,1.9856775999069207,0.8165692090988159,2.7932519912719727,1.154712796211243,1.2070568799972534,0.2418560832738877,2.1351761817932133,0.7812977433204651,2.56030821800232,0.7933676838874817,2.601302146911621,0.8713918328285217,2.307277202606201,0.929916501045227,3.192734479904175,1.0584253072738647,4.0003089904785165,1.3965688943862915,"(127, 127, 127)",9
id-00000021,vgg13bn,backdoor,polygon-7,0.6508194208145142,1.3142062425613403,2.1199867725372314,1.745434045791626,2.619232177734375,1.2803806066513062,2.1939258575439453,1.759084939956665,1.4045677185058594,2.035315990447998,2.4848673343658447,1.5952370166778564,0.4837895333766937,0.1487261950969696,1.1346089839935305,1.4629324674606323,2.603776216506958,1.8941602706909184,3.1030216217041016,1.4291068315505981,2.677715301513672,1.9078111648559568,1.888357281684876,2.18404221534729,2.968656778335572,1.7439632415771484,"(38, 20, 57)",22
id-00000022,resnet101,backdoor,polygon-10,1.6946114301681519,1.749448299407959,2.1924867630004883,1.7071436643600464,2.5797536373138428,1.0679997205734253,1.0599632263183594,1.2004886865615845,1.66508948802948,1.6841959953308103,2.8835763931274414,1.1437228918075562,0.4773024022579193,0.2811754047870636,2.1719138622283936,2.0306236743927,2.6697890758514404,1.9883190393447885,3.057055950164795,1.3491750955581665,1.5372656583786009,1.4816640615463257,2.1423919200897217,1.9653713703155518,3.3608787059783936,1.4248982667922974,"(80, 140, 48)",22
id-00000023,resnet152,backdoor,polygon-12,0.2424028515815735,0.4931098818778992,2.0702695846557617,1.2495265007019043,1.9904645681381223,1.2463113069534302,1.6706739664077759,1.0339921712875366,1.1212681531906128,0.8880088329315186,2.321852684020996,0.9585270881652832,0.561862587928772,0.20004485547542566,0.8042654395103455,0.6931547522544861,2.632132053375244,1.4495713710784912,2.5523271560668945,1.4463561773300169,2.2325365543365483,1.2340370416641235,1.6831307411193848,1.0880537033081057,2.8837151527404785,1.1585719585418701,"(246, 31, 249)",10
id-00000024,mobilenetv2,backdoor,Nashville,0.4112389087677002,0.33991193771362305,2.2269418239593506,1.2435762882232666,4.1699485778808585,1.0650947093963623,2.0691881179809566,1.5055708885192869,4.715723037719727,1.2436561584472656,2.7830965518951416,1.2136070728302002,1.695251226425171,0.4542060494422913,2.10649013519287,0.7941179871559143,3.9221930503845215,1.6977823972702026,5.865199565887451,1.5193008184432983,3.764439344406128,1.9597768783569336,6.4109740257263175,1.6978622674942017,4.4783477783203125,1.667813062667847,"(127, 127, 127)",13
id-00000025,resnet34,backdoor,Toaster,0.3371921181678772,0.6054857969284058,1.7946429252624512,1.5033384561538696,3.276201009750366,1.6131089925765991,1.27824068069458,0.7822347283363342,0.8424412608146667,0.8147462606430054,2.591339111328125,1.0768816471099854,0.5151401162147522,0.17191827297210693,0.8523322343826294,0.7774040699005127,2.3097829818725586,1.6752567291259766,3.7913410663604736,1.785027265548706,1.7933807373046875,0.9541530013084412,1.357581377029419,0.9866645336151124,3.1064791679382324,1.2487999200820925,"(127, 127, 127)",9
id-00000026,densenet169,backdoor,polygon-9,0.44088080525398254,0.6491074562072754,1.6406487226486206,1.329387664794922,2.4381260871887207,1.0972882509231567,0.8144736289978027,0.5468252897262573,0.9123889207839966,0.6431917548179626,3.1587526798248287,1.5403131246566772,0.4618665277957916,0.3056386709213257,0.9027473330497742,0.9547461271286012,2.1025152206420903,1.6350263357162476,2.8999927043914795,1.4029269218444824,1.276340126991272,0.852463960647583,1.3742554187774658,0.9488304257392884,3.620619297027588,1.8459517955780032,"(233, 225, 96)",20
id-00000027,shufflenet1_5,backdoor,Gotham,0.14827659726142886,0.1595844328403473,3.965863704681397,1.282467246055603,2.505387783050537,1.3760565519332886,1.3350679874420166,0.7099811434745789,1.5786871910095217,1.2188643217086792,1.6162679195404053,1.7440893650054932,0.2837705314159393,0.07440974563360214,0.43204712867736816,0.2339941859245301,4.249634265899658,1.3568769693374634,2.789158344268799,1.4504662752151491,1.6188385486602783,0.7843908667564392,1.8624577522277832,1.2932740449905396,1.900038480758667,1.8184990882873533,"(127, 127, 127)",5
id-00000028,densenet201,backdoor,Lomo,0.16040539741516113,0.2490263283252716,3.0516142845153813,1.630038142204285,2.66627049446106,1.4051445722579956,4.5366477966308585,1.794899582862854,0.9417076110839844,1.0700502395629885,2.178773164749145,1.1395106315612793,0.4002773761749268,0.11133594065904616,0.5606827735900879,0.3603622615337372,3.451891660690308,1.741374135017395,3.0665478706359863,1.516480565071106,4.936925411224365,1.9062355756759644,1.3419849872589111,1.1813862323760986,2.5790505409240723,1.2508466243743896,"(127, 127, 127)",7
id-00000029,mobilenetv2,backdoor,Kelvin,0.6935887336730957,0.39109712839126587,1.4428453445434568,0.6615878939628601,3.460787773132324,0.464694082736969,0.9447743892669678,0.4404444098472595,1.003347396850586,0.485630214214325,2.330413341522217,0.9767621159553528,2.6194205284118652,0.5183095335960388,3.3130092620849614,0.9094066619873048,4.062265872955321,1.1798974275588991,6.0802083015441895,0.9830036163330078,3.564194917678833,0.9587539434432985,3.622767925262451,1.0039397478103638,4.949833869934082,1.4950716495513916,"(127, 127, 127)",21
id-00000030,densenet169,backdoor,Gotham,0.6492991447448729,0.6805099248886108,5.226611614227295,0.19501391053199768,3.2819881439208984,0.9298522472381592,1.6352115869522097,1.1726980209350586,2.469856739044189,0.9921241998672484,3.0226039886474614,0.768539547920227,1.1092480421066284,0.3181391060352325,1.7585471868515017,0.998649001121521,6.335859775543213,0.5131530165672302,4.391236305236816,1.2479913234710691,2.744459629058838,1.4908370971679688,3.5791046619415283,1.3102632761001587,4.131852149963379,1.0866786241531372,"(127, 127, 127)",8
id-00000031,densenet201,clean,None,0.4256296753883362,0.3761039078235626,1.8586533069610602,1.2026022672653198,1.914268970489502,0.7429673671722412,1.3075432777404783,0.8781673908233643,1.2419886589050293,0.9569270610809326,2.1530251502990723,0.9973863363265992,0.6868090033531189,0.2618906795978546,1.112438678741455,0.6379945874214172,2.5454623699188232,1.4644929170608518,2.6010780334472656,1.0048580169677734,1.9943523406982424,1.1400580406188965,1.928797602653504,1.2188177108764648,2.8398342132568364,1.2592769861221311,"(127, 127, 127)",9
id-00000032,densenet161,backdoor,polygon-7,0.6561289429664612,0.7093104124069214,1.9502742290496824,1.8417974710464484,3.179004192352295,1.284023642539978,1.445904016494751,1.349349856376648,2.425062894821167,1.6040525436401367,3.6710894107818617,1.2764116525650024,0.7821270823478699,0.11032938957214357,1.438256025314331,0.8196398019790649,2.7324013710021973,1.9521268606185915,3.9611313343048096,1.3943530321121216,2.2280311584472656,1.4596792459487915,3.2071900367736816,1.7143819332122805,4.453216552734375,1.386741042137146,"(66, 93, 41)",16
id-00000033,densenet161,backdoor,Kelvin,0.62087482213974,0.5893673300743103,2.0400738716125493,1.083111047744751,6.864241600036621,0.8018923997879028,2.9654080867767334,1.3803203105926514,1.2134628295898438,1.0426067113876345,4.821907043457031,1.385506510734558,0.8173626065254211,0.16130970418453214,1.4382374286651611,0.7506770491600037,2.857436418533325,1.2444207668304443,7.6816043853759775,0.9632021188735962,3.7827706336975098,1.5416300296783447,2.03082537651062,1.2039164304733276,5.639269828796388,1.5468162298202517,"(127, 127, 127)",10
id-00000034,densenet201,backdoor,polygon-9,1.157170653343201,1.199766993522644,1.9552855491638184,1.5984618663787842,1.558052659034729,0.927232027053833,1.4318870306015017,1.422068476676941,0.9062374830245972,1.31224524974823,1.5442674160003662,1.4177411794662476,0.4230690002441406,0.12615954875946045,1.5802396535873413,1.3259265422821045,2.378354549407959,1.7246214151382446,1.9811216592788696,1.0533915758132937,1.8549560308456416,1.5482280254364014,1.3293064832687378,1.4384047985076904,1.9673364162445068,1.543900728225708,"(237, 30, 253)",8
id-00000035,resnet18,backdoor,polygon-9,0.8177899718284607,0.7272589802742004,2.9398186206817627,0.9555311799049376,4.168424129486084,1.350881576538086,4.187967777252196,1.399435043334961,2.6807987689971924,1.077838659286499,3.101018190383911,0.9761341214179992,0.7878968119621277,0.37215179204940796,1.6056867837905884,1.0994107723236084,3.727715492248535,1.3276829719543457,4.956320762634277,1.7230333089828491,4.975864410400392,1.7715868949890137,3.468695640563965,1.4499905109405518,3.8889150619506836,1.3482859134674072,"(118, 220, 172)",18
id-00000036,densenet201,backdoor,polygon-10,1.1031532287597656,1.2462517023086548,2.043616771697998,1.8882594108581543,2.733994960784912,1.1988813877105713,1.5732202529907229,1.0119786262512207,1.5357787609100342,1.3582454919815063,4.097049236297607,1.514263391494751,0.4691415131092072,0.11219692975282668,1.5722947120666504,1.3584486246109009,2.512758255004884,2.0004563331604004,3.203136444091797,1.3110783100128174,2.0423617362976074,1.1241755485534668,2.004920244216919,1.4704424142837524,4.566190719604492,1.6264603137969968,"(16, 144, 122)",17
id-00000037,squeezenetv1_0,clean,None,0.4701180458068848,0.3491974472999573,2.4576032161712646,0.5186482071876526,2.57215428352356,0.06601649522781372,1.3331615924835205,0.9302428364753724,1.3179690837860107,0.3525716662406921,2.238837480545044,0.9219089150428772,1.6793167591094968,0.9931476712226868,2.149434804916382,1.342345118522644,4.136919975280762,1.5117958784103394,4.251471042633057,1.0591641664505005,3.0124783515930176,1.923390507698059,2.9972858428955083,1.3457193374633791,3.918154239654541,1.915056586265564,"(127, 127, 127)",8
id-00000038,densenet161,backdoor,Gotham,0.8624760508537292,0.8395727872848511,4.007406234741212,1.6349079608917236,2.052331924438477,0.7679100036621094,1.8266806602478027,1.812873363494873,1.9129290580749512,1.5180814266204834,2.4950063228607178,1.0712156295776367,0.8779198527336121,0.15140368044376373,1.7403959035873413,0.9909764528274536,4.885325908660889,1.7863116264343262,2.9302518367767334,0.919313669204712,2.70460057258606,1.9642770290374758,2.790848970413208,1.669485092163086,3.3729262351989746,1.2226192951202393,"(127, 127, 127)",7
id-00000039,wideresnet101,clean,None,0.4202825129032135,0.6938781142234802,2.5274226665496826,1.6619361639022827,2.5188002586364746,1.2555080652236938,1.1043897867202759,1.154480218887329,1.3592960834503174,1.1368930339813232,2.138519525527954,1.3898775577545166,0.4697405397891998,0.18493501842021945,0.8900230526924133,0.8788131475448608,2.9971632957458496,1.8468711376190183,2.9885408878326416,1.4404430389404297,1.574130296707153,1.339415192604065,1.8290365934371948,1.321828007698059,2.608260154724121,1.5748125314712524,"(127, 127, 127)",18
id-00000040,shufflenet1_0,backdoor,Nashville,0.23023179173469546,0.2129507660865784,1.7298070192337036,0.8908118605613708,3.86723518371582,0.9521284699440002,1.8025423288345337,1.6405885219573977,4.530003547668457,1.4910829067230225,3.692376613616944,1.207913875579834,0.3904825150966644,0.3530126214027405,0.6207143068313599,0.5659633874893188,2.1202895641326904,1.2438244819641109,4.257717609405519,1.3051410913467407,2.1930248737335205,1.9936012029647827,4.920485973358153,1.8440955877304084,4.0828590393066415,1.5609264373779297,"(127, 127, 127)",8
id-00000041,densenet201,backdoor,polygon-10,0.7889326810836792,0.7661663889884949,2.5135483741760254,1.4917373657226562,2.5854125022888184,0.9996314644813538,1.9124056100845337,1.4655098915100098,1.9599751234054563,1.5885000228881836,1.756731390953064,1.0959751605987549,0.5472265481948853,0.3466091752052307,1.3361592292785645,1.1127755641937256,3.060774803161621,1.838346600532532,3.1326389312744136,1.3462406396865845,2.459632158279419,1.8121191263198853,2.507201671600342,1.935109257698059,2.303957939147949,1.4425842761993408,"(72, 82, 8)",21
id-00000042,densenet201,backdoor,Nashville,0.28443777561187744,0.3618206381797791,2.0174269676208496,1.6404918432235718,2.3571033477783203,2.086201429367065,4.786754608154297,2.0710587501525883,6.495815753936768,1.1579304933547974,2.383798599243164,1.6335748434066772,0.7018617391586304,0.12690310180187225,0.9862995147705078,0.4887237250804901,2.7192885875701904,1.7673949003219604,3.058964967727661,2.213104486465454,5.488616466522217,2.197961807250977,7.1976776123046875,1.284833550453186,3.085660457611084,1.760477900505066,"(127, 127, 127)",8
id-00000043,vgg19bn,backdoor,polygon-5,0.6717168092727661,0.8928896188735962,2.6635241508483887,1.50808584690094,4.4991350173950195,1.5390597581863403,2.1296582221984863,1.6429592370986938,2.5077357292175293,1.7936617136001587,5.437397480010986,2.222686767578125,0.7057477235794067,0.4436253309249878,1.3774645328521729,1.336514949798584,3.3692717552185063,1.9517111778259284,5.204882621765137,1.9826850891113281,2.8354060649871826,2.0865845680236816,3.2134833335876465,2.2372870445251465,6.1431450843811035,2.6663122177124023,"(196, 10, 194)",16
id-00000044,shufflenet1_5,clean,None,0.2638488411903381,0.417365312576294,1.9944884777069087,1.4268258810043335,1.609947919845581,0.7542701363563538,0.7548291087150574,0.7725829482078552,0.6739686131477356,0.6446160674095154,1.0136983394622805,0.709481954574585,0.5408498644828796,0.09552116692066193,0.8046987056732178,0.5128864645957947,2.5353384017944336,1.522347092628479,2.150797843933105,0.8497912883758545,1.295678973197937,0.868104100227356,1.2148184776306152,0.7401372194290161,1.554548263549805,0.8050031065940857,"(127, 127, 127)",14
id-00000045,wideresnet50,backdoor,Nashville,0.29827117919921875,0.35367637872695923,2.3057918548583984,1.8615174293518064,5.338972091674805,1.658376932144165,5.3095784187316895,2.100716590881348,6.576333045959473,1.0342645645141602,5.242483615875244,1.5751304626464844,0.7804046869277954,0.2159683108329773,1.0786758661270142,0.5696446895599365,3.0861964225769043,2.0774857997894287,6.119376659393311,1.8743451833724976,6.089982986450195,2.3166849613189697,7.356737613677978,1.250232815742493,6.02288818359375,1.7910988330841064,"(127, 127, 127)",12
id-00000046,inceptionv3,clean,None,0.27558740973472595,0.5253224372863771,1.8275840282440183,1.5842027664184568,1.4147051572799685,1.1592302322387695,0.7683364152908325,0.93982994556427,0.3321387469768524,0.6890859603881836,1.1445482969284058,0.8209248781204224,0.3934094607830048,0.1583462655544281,0.6689968705177307,0.6836686730384827,2.2209935188293457,1.7425490617752075,1.808114647865296,1.31757652759552,1.1617459058761597,1.0981762409210205,0.7255482077598572,0.8474322557449341,1.5379577875137331,0.9792711734771729,"(127, 127, 127)",9
id-00000047,inceptionv3,backdoor,polygon-8,0.5789338946342468,0.9701786041259766,1.318323850631714,1.4347528219223022,1.293116807937622,0.8981355428695679,1.2724499702453609,1.489248275756836,0.6413283944129944,1.0120162963867188,2.0303378105163574,1.288610816001892,0.4509552121162415,0.14832542836666107,1.0298891067504885,1.1185040473937988,1.7692791223526,1.5830782651901243,1.7440720796585083,1.04646098613739,1.7234052419662476,1.6375737190246582,1.0922836065292358,1.160341739654541,2.481292963027954,1.4369362592697144,"(22, 187, 35)",21
id-00000048,vgg13bn,clean,None,0.920701503753662,0.8070302009582521,2.579746961593628,1.7320371866226196,2.7326319217681885,1.4195291996002195,1.4359986782073977,1.6796215772628784,1.8342547416687007,1.635159611701965,2.667207956314087,1.0691739320755005,0.793748140335083,0.534948468208313,1.7144496440887451,1.341978669166565,3.3734951019287114,2.2669856548309326,3.5263800621032715,1.9544776678085327,2.2297468185424805,2.2145700454711914,2.628002882003784,2.1701080799102783,3.46095609664917,1.6041224002838137,"(127, 127, 127)",21
id-00000049,shufflenet2_0,clean,None,0.17610830068588254,0.3252529799938202,0.9112460613250732,1.0130106210708618,1.3674882650375366,1.233007788658142,0.736743688583374,0.5215383768081665,0.8015956878662109,0.6231755018234253,1.837542176246643,0.8023643493652344,0.2808412313461304,0.1561025083065033,0.45694953203201294,0.4813554883003235,1.1920872926712036,1.1691131591796875,1.648329496383667,1.3891103267669678,1.0175849199295044,0.6776408553123474,1.0824369192123413,0.779278039932251,2.118383407592773,0.9584668278694152,"(127, 127, 127)",11
id-00000050,densenet169,backdoor,Gotham,0.465506374835968,0.5447322726249695,6.418694972991943,0.5104327201843262,2.823848247528076,1.1480518579483032,2.22933292388916,1.2164283990859983,1.857706904411316,1.4855078458786009,2.087859630584717,1.266363501548767,0.4793614149093628,0.3705337047576904,0.9448677897453308,0.91526597738266,6.898056507110598,0.8809664249420166,3.3032095432281494,1.5185855627059937,2.7086944580078125,1.586962103843689,2.3370683193206787,1.8560415506362915,2.567221164703369,1.6368972063064575,"(127, 127, 127)",20
